epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,10550.8,0.28272,0.15861,0.77911,0.98645,1,0.995,0.9593,0.2719,0.13754,0.79759,0.0001982,0.0001982,0.0001982
184,10604.8,0.28545,0.1575,0.77985,0.99183,1,0.995,0.95855,0.27159,0.13815,0.79747,0.0001883,0.0001883,0.0001883
185,10658.5,0.27783,0.15429,0.77844,0.99726,1,0.995,0.95859,0.27051,0.13682,0.79739,0.0001784,0.0001784,0.0001784
186,10711.9,0.28119,0.15703,0.77721,1,1,0.995,0.95858,0.27019,0.13676,0.79729,0.0001685,0.0001685,0.0001685
187,10765.3,0.28093,0.15525,0.77544,0.98378,1,0.995,0.9591,0.26916,0.13522,0.79705,0.0001586,0.0001586,0.0001586
188,10819.1,0.28375,0.15547,0.77972,0.98913,1,0.995,0.96219,0.26726,0.13387,0.79667,0.0001487,0.0001487,0.0001487
189,10872.8,0.28286,0.15469,0.77687,0.98913,1,0.995,0.96001,0.26846,0.13541,0.7967,0.0001388,0.0001388,0.0001388
190,10926.3,0.28172,0.15496,0.78169,0.99183,1,0.995,0.95972,0.26676,0.13275,0.79677,0.0001289,0.0001289,0.0001289
191,11003.7,0.28167,0.15509,0.7761,0.98378,1,0.995,0.95832,0.26884,0.13347,0.79748,0.000119,0.000119,0.000119
192,11055.9,0.27449,0.15169,0.77334,0.98645,1,0.995,0.96006,0.27024,0.13515,0.79793,0.0001091,0.0001091,0.0001091
193,11108.3,0.2748,0.1526,0.76771,0.99233,1,0.995,0.95807,0.27077,0.13719,0.79777,9.92e-05,9.92e-05,9.92e-05
194,11161,0.27196,0.14949,0.77804,0.98645,1,0.995,0.95805,0.27274,0.1377,0.798,8.93e-05,8.93e-05,8.93e-05
195,11213.4,0.27836,0.15315,0.77699,0.98645,1,0.995,0.95728,0.27238,0.13625,0.79781,7.94e-05,7.94e-05,7.94e-05
196,11265.6,0.27023,0.14696,0.77719,0.98645,1,0.995,0.95829,0.27098,0.13545,0.79768,6.95e-05,6.95e-05,6.95e-05
197,11317.5,0.26918,0.14792,0.76778,0.98913,1,0.995,0.95978,0.27026,0.13586,0.79752,5.96e-05,5.96e-05,5.96e-05
198,11369,0.27089,0.14561,0.77109,0.98645,1,0.995,0.95971,0.27075,0.13566,0.79763,4.97e-05,4.97e-05,4.97e-05
199,11429.9,0.26924,0.1461,0.7756,0.98645,1,0.995,0.95952,0.27119,0.13562,0.79753,3.98e-05,3.98e-05,3.98e-05
200,11520.5,0.26928,0.14489,0.77813,0.98913,1,0.995,0.95968,0.27032,0.13429,0.7973,2.99e-05,2.99e-05,2.99e-05
