1100, 0.6140350877192983
1150, 0.6542056074766355
1200, 0.6730769230769231
1250, 0.7
1300, 0.7291666666666666
1350, 0.7608695652173914
1400, 0.7777777777777778
1450, 0.813953488372093
1500, 0.8433734939759037
1550, 0.8641975308641975
1600, 0.8974358974358975
1650, 0.9210526315789473
1700, 0.958904109589041
1750, 0.9722222222222222
1800, 1.0144927536231885
1850, 1.044776119402985
1900, 1.0606060606060606
1950, 1.09375
2000, 1.1290322580645162
2050, 1.1475409836065573
2100, 1.1666666666666667
2150, 1.206896551724138
2200, 1.2280701754385965
2250, 1.25
2300, 1.2727272727272727
2350, 1.3461538461538463
2400, 1.3461538461538463
2450, 1.3725490196078431
2500, 1.4
2550, 1.4285714285714286
2600, 1.4893617021276595
2650, 1.4893617021276595
2700, 1.5217391304347827
2750, 1.5555555555555556
2800, 1.5555555555555556
2850, 1.627906976744186
2900, 1.627906976744186
2950, 1.6666666666666667
3000, 1.7073170731707317
3050, 1.75
3100, 1.75
3150, 1.8421052631578947
3200, 1.8421052631578947
3250, 1.8918918918918919
3300, 1.8421052631578947
3350, 1.9444444444444444
3400, 1.8918918918918919
3450, 1.9444444444444444
3500, 2.0
3550, 2.0
3600, 2.0588235294117645
3650, 2.0588235294117645
3700, 2.0588235294117645
3750, 2.121212121212121
3800, 2.1875
3850, 2.1875
3900, 2.2580645161290325
3950, 2.1875
4000, 2.2580645161290325
4050, 2.3333333333333335
4100, 2.3333333333333335
4150, 2.3333333333333335
4200, 2.413793103448276
4250, 2.413793103448276
4300, 2.5
4350, 2.5
4400, 2.5
4450, 2.5925925925925926
4500, 2.5925925925925926
4550, 2.5925925925925926
4600, 2.5925925925925926
4650, 2.6923076923076925
4700, 2.6923076923076925
4750, 2.6923076923076925
4800, 2.6923076923076925
4850, 2.8
4900, 2.8
4950, 2.9166666666666665
5000, 2.9166666666666665
5050, 2.9166666666666665
5100, 2.9166666666666665
5150, 2.9166666666666665
5200, 2.9166666666666665
5250, 3.0434782608695654
5300, 2.9166666666666665
5350, 3.1818181818181817
5400, 3.0434782608695654
5450, 3.0434782608695654
5500, 3.1818181818181817
5550, 3.1818181818181817
5600, 3.1818181818181817
5650, 3.1818181818181817
5700, 3.1818181818181817
5750, 3.3333333333333335
5800, 3.3333333333333335
5850, 3.3333333333333335
5900, 3.3333333333333335
5950, 3.5
6000, 3.5
6050, 3.5
6100, 3.5
6150, 3.5
6200, 3.5
